,Tanggal (UTC),Jenis,Bujur,Lintang
400,18:10.0,Intra/Inter Cloud,"135,4218185","-4,294320599"
401,18:20.0,Intra/Inter Cloud,"135,2625006","-3,027018476"
402,18:21.0,Intra/Inter Cloud,"135,3953298","-3,177485968"
403,19:05.0,Intra/Inter Cloud,"135,318001","-3,129566632"
404,19:05.0,Intra/Inter Cloud,"135,2570663","-2,989781068"
405,19:05.0,Intra/Inter Cloud,"135,2017029","-2,975131061"
406,19:06.0,Negative Cloud to Ground,"135,3482896","-3,147364602"
407,19:19.0,Negative Cloud to Ground,"135,2982803","-3,102454787"
408,19:43.0,Intra/Inter Cloud,"135,3412131","-3,123892408"
409,19:55.0,Intra/Inter Cloud,"135,2617313","-3,08733827"
410,20:10.0,Positive Cloud to Ground,"135,3753157","-3,192901288"
411,20:49.0,Negative Cloud to Ground,"135,2548507","-2,998390006"
412,20:49.0,Intra/Inter Cloud,"135,2522706","-3,021331414"
413,21:33.0,Intra/Inter Cloud,"135,345721","-3,177660696"
414,21:33.0,Intra/Inter Cloud,"135,2453053","-3,042885558"
415,21:34.0,Intra/Inter Cloud,"135,1628159","-3,007529034"
416,21:34.0,Intra/Inter Cloud,"135,0995293","-3,083157997"
417,21:34.0,Intra/Inter Cloud,"135,3452398","-3,199668083"
418,21:34.0,Intra/Inter Cloud,"135,3602967","-3,235085944"
419,21:50.0,Intra/Inter Cloud,"135,3858313","-3,24470753"
420,21:50.0,Negative Cloud to Ground,"135,3880149","-3,139823482"
421,23:04.0,Intra/Inter Cloud,"135,3347351","-3,153583135"
422,23:04.0,Positive Cloud to Ground,"135,3850589","-3,249886742"
423,23:04.0,Intra/Inter Cloud,"135,1687255","-2,976079812"
424,23:04.0,Intra/Inter Cloud,"135,207488","-2,968626282"
425,23:36.0,Intra/Inter Cloud,"135,4056718","-3,235541287"
426,23:41.0,Positive Cloud to Ground,"135,3548501","-3,1828934"
427,23:41.0,Positive Cloud to Ground,"135,3690302","-3,250159721"
428,24:45.0,Intra/Inter Cloud,"135,1797","-3,133294626"
429,24:46.0,Intra/Inter Cloud,"135,2272565","-3,166850595"
430,25:08.0,Intra/Inter Cloud,"135,3253228","-3,081878462"
431,25:09.0,Intra/Inter Cloud,"135,3058713","-3,067938323"
432,25:09.0,Intra/Inter Cloud,"135,1884883","-2,959186263"
433,25:35.0,Negative Cloud to Ground,"135,2471073","-2,981754936"
434,26:10.0,Intra/Inter Cloud,"135,2145824","-3,00050937"
435,26:11.0,Intra/Inter Cloud,"135,2065431","-3,040749518"
436,26:11.0,Positive Cloud to Ground,"135,2445595","-3,037007776"
437,26:11.0,Negative Cloud to Ground,"135,1871032","-2,955965757"
438,26:11.0,Negative Cloud to Ground,"135,361278","-3,209669998"
439,26:43.0,Negative Cloud to Ground,"135,3042323","-3,240375166"
440,26:43.0,Intra/Inter Cloud,"135,2619328","-3,189471329"
441,26:47.0,Positive Cloud to Ground,"135,3301284","-3,153522779"
442,26:47.0,Intra/Inter Cloud,"135,3385592","-3,195185283"
443,26:53.0,Positive Cloud to Ground,"135,3507664","-3,21594108"
444,27:20.0,Positive Cloud to Ground,"135,3076084","-3,08161258"
445,27:20.0,Intra/Inter Cloud,"135,2951615","-2,999530091"
446,27:41.0,Intra/Inter Cloud,"135,3648265","-3,205542304"
447,27:41.0,Negative Cloud to Ground,"135,2530058","-3,021921192"
448,27:41.0,Intra/Inter Cloud,"135,2123761","-3,007695116"
449,27:41.0,Negative Cloud to Ground,"135,2431097","-3,030525757"
450,27:41.0,Intra/Inter Cloud,"135,3299648","-3,12967494"
451,27:41.0,Intra/Inter Cloud,"135,3029354","-3,131632351"
452,27:41.0,Intra/Inter Cloud,"135,264077","-3,042177131"
453,28:16.0,Intra/Inter Cloud,"135,2501777","-3,078853838"
454,28:16.0,Negative Cloud to Ground,"134,6181432","-2,960907593"
455,28:30.0,Intra/Inter Cloud,"135,4032953","-3,187885048"
456,28:36.0,Intra/Inter Cloud,"135,2309032","-2,991011657"
457,28:37.0,Intra/Inter Cloud,"135,2017327","-2,9499843"
458,28:37.0,Intra/Inter Cloud,"135,2258724","-2,988140552"
459,28:37.0,Negative Cloud to Ground,"135,2323574","-3,027275299"
460,28:58.0,Positive Cloud to Ground,"135,312858","-3,187959578"
461,28:59.0,Intra/Inter Cloud,"135,3019233","-3,165807961"
462,29:50.0,Intra/Inter Cloud,"135,3229698","-3,157821867"
463,29:50.0,Intra/Inter Cloud,"135,3280331","-3,086576633"
464,29:50.0,Negative Cloud to Ground,"135,2021719","-2,980876818"
465,30:01.0,Negative Cloud to Ground,"135,2598344","-3,095118194"
466,30:36.0,Intra/Inter Cloud,"135,3043463","-3,127992026"
467,30:36.0,Intra/Inter Cloud,"135,328367","-3,138122034"
468,30:36.0,Positive Cloud to Ground,"135,2883538","-3,10373065"
469,30:37.0,Negative Cloud to Ground,"135,318661","-3,165564868"
470,30:37.0,Intra/Inter Cloud,"135,3726617","-3,190553616"
471,31:11.0,Intra/Inter Cloud,"134,7770662","-2,757025447"
472,31:15.0,Intra/Inter Cloud,"135,2995511","-3,083104957"
473,31:15.0,Negative Cloud to Ground,"135,2615573","-3,00890713"
474,31:15.0,Intra/Inter Cloud,"135,2287841","-2,973362074"
475,32:20.0,Intra/Inter Cloud,"134,8224532","-2,762878855"
476,32:20.0,Positive Cloud to Ground,"134,862708","-2,83483479"
477,32:20.0,Positive Cloud to Ground,"135,295942","-3,105755554"
478,32:50.0,Intra/Inter Cloud,"135,4337274","-3,228464183"
479,32:50.0,Intra/Inter Cloud,"135,3309348","-3,129956769"
480,32:56.0,Intra/Inter Cloud,"135,0226121","-2,947800949"
481,33:27.0,Intra/Inter Cloud,"135,4142737","-3,24342284"
482,33:27.0,Intra/Inter Cloud,"135,3316226","-3,207884738"
483,33:27.0,Negative Cloud to Ground,"135,2599509","-3,015591885"
484,33:27.0,Negative Cloud to Ground,"135,2486521","-3,051655919"
485,33:27.0,Intra/Inter Cloud,"135,1764911","-3,110521768"
486,33:37.0,Positive Cloud to Ground,"135,0636255","-3,052946526"
487,33:37.0,Intra/Inter Cloud,"135,3107508","-3,134742807"
488,33:37.0,Intra/Inter Cloud,"135,2068082","-3,114200768"
489,33:38.0,Intra/Inter Cloud,"135,3887402","-3,239307969"
490,33:38.0,Negative Cloud to Ground,"135,4271968","-3,263067206"
491,34:43.0,Intra/Inter Cloud,"135,284292","-3,303449235"
492,34:47.0,Positive Cloud to Ground,"135,3262347","-3,058081442"
493,35:19.0,Intra/Inter Cloud,"135,3241486","-3,190603856"
494,35:19.0,Intra/Inter Cloud,"135,1658747","-3,007216674"
495,35:19.0,Intra/Inter Cloud,"135,2104487","-3,050603367"
496,35:19.0,Intra/Inter Cloud,"135,1990753","-3,045784366"
497,35:19.0,Positive Cloud to Ground,"135,2970269","-3,221629964"
498,35:19.0,Negative Cloud to Ground,"135,2686349","-3,146536292"
499,35:19.0,Intra/Inter Cloud,"135,3158316","-3,263837407"
500,35:19.0,Intra/Inter Cloud,"135,3741747","-3,238432079"
501,35:19.0,Negative Cloud to Ground,"135,1916501","-3,062928718"
502,35:52.0,Intra/Inter Cloud,"135,286005","-3,284588624"
503,37:14.0,Intra/Inter Cloud,"135,2527639","-3,281403391"
504,37:15.0,Positive Cloud to Ground,"135,3582722","-3,114793519"
505,37:15.0,Negative Cloud to Ground,"135,3798767","-3,130265421"
506,37:15.0,Negative Cloud to Ground,"135,3542592","-3,206446833"
507,37:25.0,Negative Cloud to Ground,"135,2335275","-3,225272712"
508,37:25.0,Intra/Inter Cloud,"135,0644459","-3,048812438"
509,37:25.0,Intra/Inter Cloud,"135,153157","-2,996688074"
510,37:25.0,Positive Cloud to Ground,"135,0663767","-3,046289933"
511,37:25.0,Intra/Inter Cloud,"135,3462431","-3,156127574"
512,37:39.0,Negative Cloud to Ground,"135,3970495","-3,184019991"
513,37:40.0,Intra/Inter Cloud,"135,3083997","-3,0350183"
514,37:40.0,Negative Cloud to Ground,"135,2938503","-2,946020975"
515,37:40.0,Intra/Inter Cloud,"135,2679006","-3,005143712"
516,37:40.0,Intra/Inter Cloud,"135,380126","-3,159140768"
517,39:05.0,Positive Cloud to Ground,"135,398863","-3,22280385"
518,39:05.0,Negative Cloud to Ground,"135,2873262","-2,917951475"
519,39:05.0,Positive Cloud to Ground,"135,0935315","-3,014135011"
520,39:05.0,Intra/Inter Cloud,"135,3212975","-3,00159969"
521,39:29.0,Intra/Inter Cloud,"135,3291749","-3,073473511"
522,39:29.0,Positive Cloud to Ground,"135,3897738","-3,217469227"
523,40:34.0,Intra/Inter Cloud,"135,2547238","-3,174881468"
524,40:34.0,Negative Cloud to Ground,"135,347193","-3,226381488"
525,40:34.0,Intra/Inter Cloud,"135,2586694","-3,112053253"
526,40:40.0,Intra/Inter Cloud,"135,3061487","-3,003673034"
527,40:40.0,Negative Cloud to Ground,"135,3810292","-3,208170096"
528,41:57.0,Intra/Inter Cloud,"135,1824627","-3,044777693"
529,41:57.0,Positive Cloud to Ground,"135,3145529","-3,25833275"
530,41:57.0,Positive Cloud to Ground,"135,3015492","-3,26313975"
531,41:58.0,Intra/Inter Cloud,"135,3406679","-3,133619927"
532,41:58.0,Intra/Inter Cloud,"135,2822946","-3,096014341"
533,41:58.0,Intra/Inter Cloud,"135,3454886","-3,120119882"
534,41:58.0,Negative Cloud to Ground,"135,3388953","-3,119783486"
535,42:48.0,Negative Cloud to Ground,"135,3680659","-3,139580614"
536,42:48.0,Intra/Inter Cloud,"135,3619981","-3,225869102"
537,42:48.0,Intra/Inter Cloud,"135,3298076","-3,175242621"
538,43:12.0,Positive Cloud to Ground,"135,398648","-3,125405631"
539,43:12.0,Intra/Inter Cloud,"135,3900224","-3,111524162"
540,43:12.0,Intra/Inter Cloud,"135,2749906","-3,00904787"
541,43:28.0,Intra/Inter Cloud,"135,3360847","-3,184392567"
542,43:29.0,Negative Cloud to Ground,"135,3954545","-3,167614933"
543,43:29.0,Negative Cloud to Ground,"135,2183596","-3,137774509"
544,43:29.0,Negative Cloud to Ground,"135,3891429","-3,203659382"
545,43:46.0,Intra/Inter Cloud,"135,2548063","-3,172806135"
546,44:32.0,Intra/Inter Cloud,"135,262633","-2,985128432"
547,44:56.0,Intra/Inter Cloud,"135,3001134","-2,947779693"
548,45:06.0,Intra/Inter Cloud,"135,2565499","-3,287897492"
549,45:08.0,Negative Cloud to Ground,"135,2615926","-2,983917347"
550,45:08.0,Positive Cloud to Ground,"135,2546776","-2,872565377"
551,45:09.0,Negative Cloud to Ground,"135,2619809","-2,994574506"
552,45:09.0,Negative Cloud to Ground,"135,2601754","-3,008298562"
553,45:09.0,Intra/Inter Cloud,"135,2485801","-3,032353633"
554,46:13.0,Intra/Inter Cloud,"135,2852409","-3,23664472"
555,46:25.0,Intra/Inter Cloud,"135,3663849","-3,100354708"
556,46:25.0,Intra/Inter Cloud,"135,3466008","-3,154657757"
557,46:25.0,Intra/Inter Cloud,"135,2217193","-3,052284547"
558,46:25.0,Intra/Inter Cloud,"135,2183058","-2,963141212"
559,46:25.0,Negative Cloud to Ground,"135,1876436","-2,986809284"
560,46:25.0,Negative Cloud to Ground,"135,1721359","-2,980984985"
561,47:00.0,Negative Cloud to Ground,"135,3382597","-3,178074139"
562,47:00.0,Intra/Inter Cloud,"135,3570673","-3,170141548"
563,49:02.0,Intra/Inter Cloud,"135,2949741","-3,099511185"
564,49:02.0,Intra/Inter Cloud,"135,3945774","-3,192744951"
565,49:02.0,Negative Cloud to Ground,"135,264932","-2,921717383"
566,49:05.0,Negative Cloud to Ground,"135,203479","-3,185391842"
567,49:05.0,Negative Cloud to Ground,"135,2784318","-3,19916159"
568,50:42.0,Negative Cloud to Ground,"135,2680141","-3,215535181"
569,51:46.0,Intra/Inter Cloud,"135,2526387","-2,924853643"
570,51:46.0,Intra/Inter Cloud,"135,3061904","-3,278831472"
571,51:46.0,Intra/Inter Cloud,"135,2964162","-3,082947793"
572,51:46.0,Intra/Inter Cloud,"135,2918371","-3,194842762"
573,51:46.0,Intra/Inter Cloud,"135,3027084","-2,974544187"
574,51:46.0,Negative Cloud to Ground,"135,2123025","-3,016115183"
575,51:46.0,Intra/Inter Cloud,"135,2236409","-3,049883025"
576,51:46.0,Intra/Inter Cloud,"135,1190326","-3,044749783"
577,51:46.0,Intra/Inter Cloud,"135,4247031","-3,239575477"
578,52:34.0,Intra/Inter Cloud,"135,2311571","-3,173325784"
579,52:34.0,Positive Cloud to Ground,"135,2017661","-3,165475368"
580,52:34.0,Negative Cloud to Ground,"135,2832223","-3,248709923"
581,53:56.0,Positive Cloud to Ground,"135,2035676","-3,111000896"
582,53:56.0,Positive Cloud to Ground,"135,3888237","-3,240829269"
583,53:56.0,Intra/Inter Cloud,"135,3109466","-3,254944769"
584,54:01.0,Intra/Inter Cloud,"135,1363877","-3,151321132"
585,54:01.0,Intra/Inter Cloud,"135,1995535","-3,168937058"
586,54:28.0,Intra/Inter Cloud,"135,2393406","-3,274049149"
587,54:29.0,Intra/Inter Cloud,"135,3013506","-3,28825555"
588,55:10.0,Intra/Inter Cloud,"135,4289075","-3,198153587"
589,55:10.0,Intra/Inter Cloud,"135,3290791","-3,15572213"
590,55:10.0,Intra/Inter Cloud,"135,3899219","-3,24494101"
591,55:10.0,Intra/Inter Cloud,"135,3856246","-3,231587915"
592,55:10.0,Intra/Inter Cloud,"135,3622465","-3,169417492"
593,55:10.0,Intra/Inter Cloud,"135,3931969","-3,166359122"
594,55:30.0,Intra/Inter Cloud,"135,2324913","-3,191664641"
595,56:41.0,Intra/Inter Cloud,"135,1853081","-3,230163039"
596,56:56.0,Intra/Inter Cloud,"135,3436687","-3,157958399"
597,56:56.0,Intra/Inter Cloud,"135,3442479","-3,13101116"
598,56:56.0,Intra/Inter Cloud,"135,3001726","-3,12832757"
599,56:59.0,Intra/Inter Cloud,"135,3385983","-3,145793401"
600,56:59.0,Intra/Inter Cloud,"135,2585584","-2,998920241"
601,57:00.0,Intra/Inter Cloud,"135,3604955","-3,192359562"
602,57:53.0,Positive Cloud to Ground,"135,189495","-2,939175996"
603,58:37.0,Intra/Inter Cloud,"135,2236616","-3,213810639"
604,58:37.0,Intra/Inter Cloud,"135,1072205","-3,096474546"
605,58:46.0,Positive Cloud to Ground,"135,3105929","-3,079605821"
606,58:46.0,Intra/Inter Cloud,"135,3619383","-3,152675767"
607,58:46.0,Intra/Inter Cloud,"135,3617","-3,211660044"
608,58:46.0,Intra/Inter Cloud,"135,3095411","-3,136111665"
609,58:46.0,Intra/Inter Cloud,"135,2089542","-3,034228975"
610,59:50.0,Intra/Inter Cloud,"135,2627806","-3,30098135"
611,00:12.0,Intra/Inter Cloud,"135,3669271","-3,14815971"
612,00:12.0,Intra/Inter Cloud,"135,3598654","-3,198409733"
613,00:12.0,Intra/Inter Cloud,"135,3956836","-3,206008668"
614,00:12.0,Positive Cloud to Ground,"135,3293662","-3,130569061"
615,00:12.0,Intra/Inter Cloud,"135,3272914","-3,088284086"
616,00:12.0,Intra/Inter Cloud,"135,3349796","-3,172035571"
617,00:28.0,Intra/Inter Cloud,"135,2220172","-3,198187474"
618,02:08.0,Positive Cloud to Ground,"135,3687376","-3,133526444"
619,02:08.0,Negative Cloud to Ground,"135,4256831","-3,281720425"
620,02:19.0,Negative Cloud to Ground,"135,1855336","-3,245189376"
621,02:39.0,Intra/Inter Cloud,"135,2257734","-3,28007552"
622,02:39.0,Intra/Inter Cloud,"135,204074","-3,265541249"
623,03:15.0,Intra/Inter Cloud,"135,203199","-3,236202343"
624,03:35.0,Intra/Inter Cloud,"135,3868074","-3,248841498"
625,04:08.0,Intra/Inter Cloud,"135,3639742","-2,967926588"
626,04:08.0,Positive Cloud to Ground,"135,4176797","-3,057204474"
627,04:08.0,Intra/Inter Cloud,"135,4152376","-3,234298196"
628,04:08.0,Intra/Inter Cloud,"135,4318862","-3,168493192"
629,04:28.0,Intra/Inter Cloud,"135,2959967","-3,159564198"
630,04:29.0,Intra/Inter Cloud,"135,4433819","-3,244199428"
631,05:01.0,Intra/Inter Cloud,"135,226574","-3,180329224"
632,05:44.0,Intra/Inter Cloud,"135,2205776","-3,282665469"
633,05:48.0,Intra/Inter Cloud,"135,1448945","-3,246323559"
634,06:19.0,Positive Cloud to Ground,"135,1126538","-3,080461139"
635,06:19.0,Intra/Inter Cloud,"135,3745857","-3,252671504"
636,06:19.0,Intra/Inter Cloud,"135,2122615","-3,150922627"
637,06:19.0,Negative Cloud to Ground,"135,1727003","-3,087443359"
638,06:19.0,Intra/Inter Cloud,"135,1324996","-3,017563135"
639,06:34.0,Intra/Inter Cloud,"135,2320983","-3,267251265"
640,07:08.0,Intra/Inter Cloud,"135,4259089","-3,260368155"
641,07:28.0,Intra/Inter Cloud,"135,346056","-3,125931847"
642,07:48.0,Intra/Inter Cloud,"135,1926891","-3,269317167"
643,07:48.0,Intra/Inter Cloud,"135,1828172","-3,139033519"
644,07:48.0,Positive Cloud to Ground,"135,2117478","-3,123954094"
645,08:17.0,Intra/Inter Cloud,"135,2359703","-3,247696774"
646,09:08.0,Intra/Inter Cloud,"135,408181","-3,148686498"
647,09:08.0,Intra/Inter Cloud,"135,4247681","-3,109816329"
648,09:47.0,Positive Cloud to Ground,"135,1610373","-3,124591981"
649,09:48.0,Positive Cloud to Ground,"135,2217822","-3,105573933"
650,09:48.0,Intra/Inter Cloud,"135,3070468","-3,122908111"
651,10:30.0,Intra/Inter Cloud,"135,1850368","-3,270212406"
652,10:57.0,Intra/Inter Cloud,"135,2923277","-3,152168199"
653,11:13.0,Negative Cloud to Ground,"135,0960625","-3,100180753"
654,11:13.0,Negative Cloud to Ground,"135,1642218","-3,158008069"
655,11:49.0,Intra/Inter Cloud,"135,4372081","-3,206998588"
656,11:50.0,Negative Cloud to Ground,"135,402237","-3,211320115"
657,12:27.0,Negative Cloud to Ground,"135,1228197","-3,12484484"
658,12:27.0,Intra/Inter Cloud,"135,2516219","-3,183909198"
659,12:28.0,Negative Cloud to Ground,"135,2686081","-3,246835545"
660,13:19.0,Intra/Inter Cloud,"135,2574889","-3,308412593"
661,13:40.0,Intra/Inter Cloud,"135,439585","-3,240983401"
662,13:55.0,Negative Cloud to Ground,"135,1430628","-3,140240399"
663,13:55.0,Intra/Inter Cloud,"135,267811","-3,225069873"
664,14:55.0,Positive Cloud to Ground,"135,2629263","-3,240020996"
665,15:23.0,Intra/Inter Cloud,"135,1940252","-3,182958128"
666,16:03.0,Intra/Inter Cloud,"135,1342526","-3,109125225"
667,16:03.0,Positive Cloud to Ground,"135,2028116","-3,179920263"
668,16:15.0,Intra/Inter Cloud,"135,261593","-3,297931028"
669,16:43.0,Intra/Inter Cloud,"135,2147023","-3,196316881"
670,16:49.0,Intra/Inter Cloud,"135,2406099","-3,27927546"
671,18:12.0,Negative Cloud to Ground,"135,2203344","-3,216718443"
672,18:18.0,Intra/Inter Cloud,"135,203884","-3,166540264"
673,18:30.0,Intra/Inter Cloud,"135,1274985","-3,211115496"
674,18:38.0,Intra/Inter Cloud,"135,2556932","-3,235919498"
675,19:55.0,Intra/Inter Cloud,"135,1739796","-3,152125697"
676,20:26.0,Intra/Inter Cloud,"135,1811909","-3,057975306"
677,20:26.0,Intra/Inter Cloud,"135,3269107","-3,15909232"
678,20:35.0,Intra/Inter Cloud,"135,0136373","-3,052797362"
679,20:36.0,Positive Cloud to Ground,"135,1776924","-3,158357489"
680,21:43.0,Intra/Inter Cloud,"135,2298313","-3,219555896"
681,21:43.0,Intra/Inter Cloud,"135,2698134","-3,254066404"
682,22:53.0,Intra/Inter Cloud,"135,0170703","-3,061229332"
683,22:53.0,Negative Cloud to Ground,"135,1923628","-3,195481722"
684,23:48.0,Intra/Inter Cloud,"135,0496284","-3,053379562"
685,23:49.0,Negative Cloud to Ground,"135,1087158","-3,111792596"
686,23:52.0,Intra/Inter Cloud,"135,2568295","-3,288143874"
687,23:56.0,Intra/Inter Cloud,"135,2178715","-3,256870297"
688,25:03.0,Intra/Inter Cloud,"135,0141089","-3,046486243"
689,25:03.0,Negative Cloud to Ground,"135,2350129","-3,211217676"
690,27:18.0,Positive Cloud to Ground,"135,2136184","-3,18323092"
691,27:18.0,Intra/Inter Cloud,"135,1910858","-3,180856829"
692,27:19.0,Negative Cloud to Ground,"135,175685","-3,189113544"
693,27:33.0,Intra/Inter Cloud,"135,1942508","-3,254513855"
694,27:54.0,Intra/Inter Cloud,"135,1650536","-3,245420213"
695,29:50.0,Positive Cloud to Ground,"135,1138065","-3,09450308"
696,30:11.0,Intra/Inter Cloud,"135,2337648","-2,738657739"
697,30:45.0,Intra/Inter Cloud,"135,1698214","-3,169969593"
698,32:10.0,Intra/Inter Cloud,"135,2001426","-3,232644828"
699,34:21.0,Intra/Inter Cloud,"135,1195892","-3,082479974"
700,36:07.0,Intra/Inter Cloud,"135,0843627","-3,210750517"
701,39:27.0,Intra/Inter Cloud,"135,2132673","-3,261856523"
702,41:33.0,Intra/Inter Cloud,"135,1061303","-3,222744623"
703,47:54.0,Intra/Inter Cloud,"135,1169152","-3,240433666"
704,48:45.0,Negative Cloud to Ground,"135,1906764","-3,172102847"
705,49:45.0,Intra/Inter Cloud,"135,1593813","-3,256036967"
706,51:14.0,Intra/Inter Cloud,"135,0937585","-3,227426194"
707,51:45.0,Intra/Inter Cloud,"135,141036","-3,227606893"
708,53:41.0,Intra/Inter Cloud,"135,0774367","-3,2519101"
709,56:32.0,Intra/Inter Cloud,"135,0279984","-3,186614537"
710,57:17.0,Intra/Inter Cloud,"135,1096569","-3,237698341"
711,03:55.0,Negative Cloud to Ground,"135,1926508","-3,239937633"
712,07:06.0,Negative Cloud to Ground,"135,203161","-3,253920654"
713,27:44.0,Intra/Inter Cloud,"135,6536106","-3,53280169"
714,12:06.0,Intra/Inter Cloud,"135,7597027","-3,622358214"
715,12:18.0,Intra/Inter Cloud,"135,8276365","-3,624841225"
716,12:24.0,Intra/Inter Cloud,"136,0932947","-3,835993818"
717,04:17.0,Intra/Inter Cloud,"135,2451004","-3,142347176"
718,29:18.0,Intra/Inter Cloud,"135,0522497","-2,950923499"
719,36:58.0,Negative Cloud to Ground,"135,6344417","-3,761590329"
720,52:52.0,Intra/Inter Cloud,"135,6077086","-3,75682715"
721,14:50.0,Intra/Inter Cloud,"135,823454","-3,649033196"
722,20:55.0,Intra/Inter Cloud,"135,7003228","-3,57064343"
723,35:53.0,Intra/Inter Cloud,"134,9711979","-2,847767536"
724,35:53.0,Intra/Inter Cloud,"134,8419791","-2,762874697"
725,37:41.0,Negative Cloud to Ground,"134,5923857","-2,598129701"
726,38:16.0,Positive Cloud to Ground,"134,9978502","-2,868982431"
727,01:55.0,Intra/Inter Cloud,"134,9865338","-2,653042914"
728,02:50.0,Intra/Inter Cloud,"136,4713808","-4,028008169"
729,04:38.0,Negative Cloud to Ground,"134,6233003","-2,387311139"
730,13:58.0,Intra/Inter Cloud,"136,1608833","-3,943721674"
